2025-12-10T05:07:09.314510 -130.1704101
2025-12-10T05:08:11.642642 time_since_last_packet: 125
2025-12-10T05:08:11.769032 temperature > 80 C: 87
2025-12-10T05:08:11.770026 subsystem_status: 7
2025-12-10T05:08:11.770026 flight_mode: 1
2025-12-10T05:08:11.771031 low_power_mode: 0
2025-12-10T05:08:11.771537 status_events: 211
2025-12-10T05:08:11.774045 acceleration: 17.2200
2025-12-10T05:08:11.774544 height_pressure: 662.60
2025-12-10T05:08:11.778337 height_gnss: 924.00
2025-12-10T05:08:11.778838 lat_gnss: -52.3889312
2025-12-10T05:08:11.782345 lon_gnss: -130.9891510
2025-12-10T05:08:11.782846 battery_voltage: 11.11
2025-12-10T05:08:11.786346 rssi: -33.00
2025-12-10T05:08:11.786346 time_since_last_packet: 125
2025-12-10T05:08:11.912205 temperature > 80 C: 62
2025-12-10T05:08:11.913705 subsystem_status: 0
2025-12-10T05:08:11.914205 flight_mode: 0
2025-12-10T05:08:11.914705 low_power_mode: 0
2025-12-10T05:08:11.917704 status_events: 119
2025-12-10T05:08:11.918205 acceleration: 8.4400
2025-12-10T05:08:11.921722 height_pressure: 394.60
2025-12-10T05:08:11.922224 height_gnss: 851.40
2025-12-10T05:08:11.925689 lat_gnss: 29.9439926
2025-12-10T05:08:11.926690 lon_gnss: 93.1372375
2025-12-10T05:08:11.929744 battery_voltage: 10.26
2025-12-10T05:08:11.929744 rssi: -32.00
2025-12-10T05:08:11.933505 time_since_last_packet: 126
2025-12-10T05:08:12.059638 temperature > 80 C: 41
2025-12-10T05:08:12.060141 subsystem_status: 7
2025-12-10T05:08:12.060141 flight_mode: 1
2025-12-10T05:08:12.060141 low_power_mode: 1
2025-12-10T05:08:12.061143 status_events: 89
2025-12-10T05:08:12.064848 acceleration: 12.7000
2025-12-10T05:08:12.065350 height_pressure: 279.60
2025-12-10T05:08:12.068963 height_gnss: 388.70
2025-12-10T05:08:12.068963 lat_gnss: 28.3421192
2025-12-10T05:08:12.069559 lon_gnss: 174.3692779
2025-12-10T05:08:12.073354 battery_voltage: 6.43
2025-12-10T05:08:12.073354 rssi: -61.00
2025-12-10T05:08:12.077065 time_since_last_packet: 126
2025-12-10T05:08:12.203219 temperature > 80 C: 40
2025-12-10T05:08:12.203719 subsystem_status: 7
2025-12-10T05:08:12.204220 flight_mode: 1
2025-12-10T05:08:12.204724 low_power_mode: 0
2025-12-10T05:08:12.205220 status_events: 111
2025-12-10T05:08:12.208719 acceleration: 17.7800
2025-12-10T05:08:12.209219 height_pressure: 707.60
2025-12-10T05:08:12.212726 height_gnss: 194.80
2025-12-10T05:08:12.213736 lat_gnss: -81.5997390
2025-12-10T05:08:12.216748 lon_gnss: -62.5017127
2025-12-10T05:08:12.217248 battery_voltage: 9.77
2025-12-10T05:08:12.220754 rssi: -44.00
2025-12-10T05:08:12.221260 time_since_last_packet: 126
2025-12-10T05:08:12.347100 temperature > 80 C: 20
2025-12-10T05:08:12.347599 subsystem_status: 3
2025-12-10T05:08:12.347599 flight_mode: 0
2025-12-10T05:08:12.348605 low_power_mode: 1
2025-12-10T05:08:12.352122 status_events: 228
2025-12-10T05:08:12.352631 acceleration: 9.3400
2025-12-10T05:08:12.356128 height_pressure: 691.30
2025-12-10T05:08:12.356629 height_gnss: 822.50
2025-12-10T05:08:12.360128 lat_gnss: -84.5793914
2025-12-10T05:08:12.360128 lon_gnss: 154.9687805
2025-12-10T05:08:12.363887 battery_voltage: 10.15
2025-12-10T05:08:12.364389 rssi: -87.00
2025-12-10T05:08:12.367887 time_since_last_packet: 126
2025-12-10T05:08:12.493758 temperature > 80 C: 39
2025-12-10T05:08:12.494261 subsystem_status: 6
2025-12-10T05:08:12.494261 flight_mode: 0
2025-12-10T05:08:12.495261 low_power_mode: 1
2025-12-10T05:08:12.495261 status_events: 182
2025-12-10T05:08:12.499261 acceleration: 9.5400
2025-12-10T05:08:12.499261 height_pressure: 450.60
2025-12-10T05:08:12.503278 height_gnss: 226.50
2025-12-10T05:08:12.503778 lat_gnss: 75.8133544
2025-12-10T05:08:12.507279 lon_gnss: -120.5343780
2025-12-10T05:08:12.507779 battery_voltage: 8.93
2025-12-10T05:08:12.507779 rssi: -34.00
2025-12-10T05:08:12.511297 time_since_last_packet: 125
2025-12-10T05:08:12.637404 temperature > 80 C: 64
2025-12-10T05:08:12.637906 subsystem_status: 6
2025-12-10T05:08:12.638406 flight_mode: 1
2025-12-10T05:08:12.638906 low_power_mode: 1
2025-12-10T05:08:12.642410 status_events: 48
2025-12-10T05:08:12.642910 acceleration: 4.4700
2025-12-10T05:08:12.646411 height_pressure: 49.70
2025-12-10T05:08:12.646911 height_gnss: 500.10
2025-12-10T05:08:12.646911 lat_gnss: 53.9922485
2025-12-10T05:08:12.650808 lon_gnss: 31.1256141
2025-12-10T05:08:12.650808 battery_voltage: 6.65
2025-12-10T05:08:12.654623 rssi: -42.00
2025-12-10T05:08:12.655122 time_since_last_packet: 126
2025-12-10T05:08:12.781117 temperature > 80 C: 46
2025-12-10T05:08:12.782117 subsystem_status: 1
2025-12-10T05:08:12.782117 flight_mode: 0
2025-12-10T05:08:12.782617 low_power_mode: 0
2025-12-10T05:08:12.786118 status_events: 208
2025-12-10T05:08:12.786619 acceleration: 12.7500
2025-12-10T05:08:12.790118 height_pressure: 519.80
2025-12-10T05:08:12.790118 height_gnss: 256.30
2025-12-10T05:08:12.794127 lat_gnss: -27.3374805
2025-12-10T05:08:12.794627 lon_gnss: -19.4469871
2025-12-10T05:08:12.798018 battery_voltage: 11.09
2025-12-10T05:08:12.798632 rssi: -53.00
2025-12-10T05:08:12.802135 time_since_last_packet: 125
2025-12-10T05:08:12.928222 temperature > 80 C: 79
2025-12-10T05:08:12.928728 subsystem_status: 1
2025-12-10T05:08:12.929228 flight_mode: 0
2025-12-10T05:08:12.929728 low_power_mode: 1
2025-12-10T05:08:12.929728 status_events: 18
2025-12-10T05:08:12.933238 acceleration: 5.4200
2025-12-10T05:08:12.933738 height_pressure: 256.20
2025-12-10T05:08:12.937612 height_gnss: 249.60
2025-12-10T05:08:12.938110 lat_gnss: 23.5730113
2025-12-10T05:08:12.941621 lon_gnss: -132.7999114
2025-12-10T05:08:12.942120 battery_voltage: 6.77
2025-12-10T05:08:12.942625 rssi: -46.00
2025-12-10T05:08:12.945624 time_since_last_packet: 126
2025-12-10T05:08:13.071904 temperature > 80 C: 82
2025-12-10T05:08:13.072404 subsystem_status: 1
2025-12-10T05:08:13.072904 flight_mode: 0
2025-12-10T05:08:13.072904 low_power_mode: 0
2025-12-10T05:08:13.076915 status_events: 53
2025-12-10T05:08:13.077415 acceleration: 9.3600
2025-12-10T05:08:13.080943 height_pressure: 708.90
2025-12-10T05:08:13.080943 height_gnss: 79.00
2025-12-10T05:08:13.081448 lat_gnss: 66.9396896
2025-12-10T05:08:13.084927 lon_gnss: 128.8910217
2025-12-10T05:08:13.085427 battery_voltage: 5.68
2025-12-10T05:08:13.088927 rssi: -92.00
2025-12-10T05:08:13.089428 time_since_last_packet: 126
2025-12-10T05:08:13.214194 temperature > 80 C: 38
2025-12-10T05:08:13.216191 subsystem_status: 0
2025-12-10T05:08:13.216689 flight_mode: 1
2025-12-10T05:08:13.217190 low_power_mode: 0
2025-12-10T05:08:13.227977 status_events: 224
2025-12-10T05:08:13.228482 acceleration: 8.2500
2025-12-10T05:08:13.228982 height_pressure: 476.30
2025-12-10T05:08:13.229482 height_gnss: 326.60
2025-12-10T05:08:13.229982 lat_gnss: -26.3045463
2025-12-10T05:08:13.230987 lon_gnss: -62.5211410
2025-12-10T05:08:13.232492 battery_voltage: 6.21
2025-12-10T05:08:13.232492 rssi: -43.00
2025-12-10T05:08:13.235991 time_since_last_packet: 125
2025-12-10T05:08:13.361774 temperature > 80 C: 45
2025-12-10T05:08:13.362274 subsystem_status: 2
2025-12-10T05:08:13.362774 flight_mode: 0
2025-12-10T05:08:13.363774 low_power_mode: 1
2025-12-10T05:08:13.364274 status_events: 40
2025-12-10T05:08:13.367782 acceleration: 0.7300
2025-12-10T05:08:13.368186 height_pressure: 827.20
2025-12-10T05:08:13.371786 height_gnss: 726.20
2025-12-10T05:08:13.371786 lat_gnss: -67.7216567
2025-12-10T05:08:13.375804 lon_gnss: 169.2545318
2025-12-10T05:08:13.376304 battery_voltage: 7.81
2025-12-10T05:08:13.376304 rssi: -77.00
2025-12-10T05:08:13.379932 time_since_last_packet: 125
2025-12-10T05:08:13.504969 temperature > 80 C: 29
2025-12-10T05:08:13.505474 subsystem_status: 4
2025-12-10T05:08:13.506924 flight_mode: 1
2025-12-10T05:08:13.507436 low_power_mode: 1
2025-12-10T05:08:13.510937 status_events: 251
2025-12-10T05:08:13.511443 acceleration: 3.7400
2025-12-10T05:08:13.514846 height_pressure: 896.60
2025-12-10T05:08:13.515346 height_gnss: 937.80
2025-12-10T05:08:13.515846 lat_gnss: 56.7487907
2025-12-10T05:08:13.519346 lon_gnss: 165.3863525
2025-12-10T05:08:13.519846 battery_voltage: 11.64
2025-12-10T05:08:13.523355 rssi: -91.00
2025-12-10T05:08:13.523355 time_since_last_packet: 125
2025-12-10T05:08:13.648958 temperature > 80 C: 37
2025-12-10T05:08:13.649961 subsystem_status: 2
2025-12-10T05:08:13.649961 flight_mode: 0
2025-12-10T05:08:13.654466 low_power_mode: 1
2025-12-10T05:08:13.654466 status_events: 246
2025-12-10T05:08:13.654966 acceleration: 17.0400
2025-12-10T05:08:13.658466 height_pressure: 950.60
2025-12-10T05:08:13.658466 height_gnss: 293.40
2025-12-10T05:08:13.662485 lat_gnss: -61.3337135
2025-12-10T05:08:13.662986 lon_gnss: -27.2284393
2025-12-10T05:08:13.666484 battery_voltage: 10.62
2025-12-10T05:08:13.666985 rssi: -62.00
2025-12-10T05:08:13.669985 time_since_last_packet: 126
2025-12-10T05:08:13.797376 temperature > 80 C: 66
2025-12-10T05:08:13.797877 subsystem_status: 4
2025-12-10T05:08:13.798377 flight_mode: 0
2025-12-10T05:08:13.798876 low_power_mode: 1
2025-12-10T05:08:13.798876 status_events: 36
2025-12-10T05:08:13.801892 acceleration: 15.1900
2025-12-10T05:08:13.801892 height_pressure: 142.50
2025-12-10T05:08:13.805869 height_gnss: 532.30
2025-12-10T05:08:13.806373 lat_gnss: 12.5828619
2025-12-10T05:08:13.809885 lon_gnss: -45.8008193
2025-12-10T05:08:13.810890 battery_voltage: 7.17
2025-12-10T05:08:13.810890 rssi: -92.00
2025-12-10T05:08:13.814395 time_since_last_packet: 125
2025-12-10T05:08:13.940258 temperature > 80 C: 54
2025-12-10T05:08:13.941100 subsystem_status: 0
2025-12-10T05:08:13.941637 flight_mode: 1
2025-12-10T05:08:13.942134 low_power_mode: 0
2025-12-10T05:08:13.945167 status_events: 87
2025-12-10T05:08:13.945672 acceleration: 14.7600
2025-12-10T05:08:13.949174 height_pressure: 474.20
2025-12-10T05:08:13.950175 height_gnss: 703.20
2025-12-10T05:08:13.953188 lat_gnss: 36.6124687
2025-12-10T05:08:13.954690 lon_gnss: -73.7625427
2025-12-10T05:08:13.957188 battery_voltage: 6.46
2025-12-10T05:08:13.957689 rssi: -62.00
2025-12-10T05:08:13.958189 time_since_last_packet: 126
2025-12-10T05:08:14.084688 temperature > 80 C: 78
2025-12-10T05:08:14.085189 subsystem_status: 7
2025-12-10T05:08:14.085189 flight_mode: 0
2025-12-10T05:08:14.088831 low_power_mode: 1
2025-12-10T05:08:14.089329 status_events: 134
2025-12-10T05:08:14.089831 acceleration: 8.4400
2025-12-10T05:08:14.100146 height_pressure: 892.80
2025-12-10T05:08:14.100146 height_gnss: 511.20
2025-12-10T05:08:14.101161 lat_gnss: -36.2808799
2025-12-10T05:08:14.101664 lon_gnss: -46.6003952
2025-12-10T05:08:14.102164 battery_voltage: 11.08
2025-12-10T05:08:14.102164 rssi: -65.00
2025-12-10T05:08:14.104665 time_since_last_packet: 125
2025-12-10T05:08:14.230325 temperature > 80 C: 54
2025-12-10T05:08:14.230325 subsystem_status: 2
2025-12-10T05:08:14.231839 flight_mode: 0
2025-12-10T05:08:14.232839 low_power_mode: 0
2025-12-10T05:08:14.233339 status_events: 185
2025-12-10T05:08:14.236338 acceleration: 14.6800
2025-12-10T05:08:14.236839 height_pressure: 626.50
2025-12-10T05:08:14.240279 height_gnss: 88.00
2025-12-10T05:08:14.240279 lat_gnss: 4.3614201
2025-12-10T05:08:14.244290 lon_gnss: 128.7527618
2025-12-10T05:08:14.244789 battery_voltage: 7.51
2025-12-10T05:08:14.248288 rssi: -65.00
2025-12-10T05:08:14.248788 time_since_last_packet: 126
2025-12-10T05:08:14.374765 temperature > 80 C: 72
2025-12-10T05:08:14.375269 subsystem_status: 0
2025-12-10T05:08:14.375269 flight_mode: 0
2025-12-10T05:08:14.375269 low_power_mode: 0
2025-12-10T05:08:14.379282 status_events: 89
2025-12-10T05:08:14.379783 acceleration: 5.8700
2025-12-10T05:08:14.383668 height_pressure: 637.60
2025-12-10T05:08:14.383668 height_gnss: 832.60
2025-12-10T05:08:14.387790 lat_gnss: -62.8010559
2025-12-10T05:08:14.388291 lon_gnss: 31.3091754
2025-12-10T05:08:14.391657 battery_voltage: 9.50
2025-12-10T05:08:14.391657 rssi: -100.00
2025-12-10T05:08:14.392162 time_since_last_packet: 126
2025-12-10T05:08:14.517733 temperature > 80 C: 37
2025-12-10T05:08:14.529325 subsystem_status: 6
2025-12-10T05:08:14.529325 flight_mode: 0
2025-12-10T05:08:14.529825 low_power_mode: 0
2025-12-10T05:08:14.530326 status_events: 126
2025-12-10T05:08:14.530326 acceleration: 11.9400
2025-12-10T05:08:14.531331 height_pressure: 787.30
2025-12-10T05:08:14.531836 height_gnss: 954.30
2025-12-10T05:08:14.532337 lat_gnss: 83.3098754
2025-12-10T05:08:14.532836 lon_gnss: -99.1742782
2025-12-10T05:08:14.535341 battery_voltage: 11.91
2025-12-10T05:08:14.535341 rssi: -31.00
2025-12-10T05:08:14.538843 time_since_last_packet: 125
2025-12-10T05:08:14.664668 temperature > 80 C: 86
2025-12-10T05:08:14.664668 subsystem_status: 2
2025-12-10T05:08:14.666170 flight_mode: 0
2025-12-10T05:08:14.666669 low_power_mode: 0
2025-12-10T05:08:14.667169 status_events: 245
2025-12-10T05:08:14.670182 acceleration: 12.0900
2025-12-10T05:08:14.670182 height_pressure: 866.30
2025-12-10T05:08:14.674190 height_gnss: 823.10
2025-12-10T05:08:14.674690 lat_gnss: 33.0262718
2025-12-10T05:08:14.678697 lon_gnss: 18.7928524
2025-12-10T05:08:14.678697 battery_voltage: 11.95
2025-12-10T05:08:14.682215 rssi: -54.00
2025-12-10T05:08:14.682717 time_since_last_packet: 125
2025-12-10T05:08:14.807474 temperature > 80 C: 84
2025-12-10T05:08:14.809497 subsystem_status: 1
2025-12-10T05:08:14.809998 flight_mode: 0
2025-12-10T05:08:14.809998 low_power_mode: 0
2025-12-10T05:08:14.814015 status_events: 74
2025-12-10T05:08:14.814516 acceleration: 2.8300
2025-12-10T05:08:14.818016 height_pressure: 781.20
2025-12-10T05:08:14.818517 height_gnss: 671.50
2025-12-10T05:08:14.822036 lat_gnss: 82.2969741
2025-12-10T05:08:14.823535 lon_gnss: -118.5559387
2025-12-10T05:08:14.826064 battery_voltage: 10.77
2025-12-10T05:08:14.826564 rssi: -81.00
2025-12-10T05:08:14.829713 time_since_last_packet: 125
2025-12-10T05:08:14.956268 temperature > 80 C: 36
2025-12-10T05:08:14.956767 subsystem_status: 6
2025-12-10T05:08:14.957267 flight_mode: 1
2025-12-10T05:08:14.957766 low_power_mode: 1
2025-12-10T05:08:14.958267 status_events: 155
2025-12-10T05:08:14.961271 acceleration: 18.6500
2025-12-10T05:08:14.961776 height_pressure: 949.00
2025-12-10T05:08:14.965275 height_gnss: 818.80
2025-12-10T05:08:14.965775 lat_gnss: -30.7366046
2025-12-10T05:08:14.969276 lon_gnss: 134.9680175
2025-12-10T05:08:14.969776 battery_voltage: 6.32
2025-12-10T05:08:14.969776 rssi: -61.00
2025-12-10T05:08:14.974289 time_since_last_packet: 125
2025-12-10T05:08:15.100290 temperature > 80 C: 55
2025-12-10T05:08:15.102313 subsystem_status: 0
2025-12-10T05:08:15.102313 flight_mode: 1
2025-12-10T05:08:15.102811 low_power_mode: 0
2025-12-10T05:08:15.104318 status_events: 111
2025-12-10T05:08:15.104812 acceleration: 12.3900
2025-12-10T05:08:15.108311 height_pressure: 339.50
2025-12-10T05:08:15.108811 height_gnss: 577.40
2025-12-10T05:08:15.108811 lat_gnss: -17.7198848
2025-12-10T05:08:15.112817 lon_gnss: -166.7017974
2025-12-10T05:08:15.112817 battery_voltage: 6.06
2025-12-10T05:08:15.116817 rssi: -46.00
2025-12-10T05:08:15.116817 time_since_last_packet: 126
2025-12-10T05:08:15.242232 temperature > 80 C: 44
2025-12-10T05:08:15.243743 subsystem_status: 1
2025-12-10T05:08:15.244240 flight_mode: 1
2025-12-10T05:08:15.247740 low_power_mode: 0
2025-12-10T05:08:15.248240 status_events: 39
2025-12-10T05:08:15.248240 acceleration: 6.3200
2025-12-10T05:08:15.252255 height_pressure: 275.00
2025-12-10T05:08:15.252756 height_gnss: 697.90
2025-12-10T05:08:15.256429 lat_gnss: 29.2150325
2025-12-10T05:08:15.257928 lon_gnss: -32.8764915
2025-12-10T05:08:15.259928 battery_voltage: 11.62
2025-12-10T05:08:15.260428 rssi: -82.00
2025-12-10T05:08:15.263939 time_since_last_packet: 126
2025-12-10T05:08:15.390359 temperature > 80 C: 21
2025-12-10T05:08:15.391358 subsystem_status: 4
2025-12-10T05:08:15.391857 flight_mode: 1
2025-12-10T05:08:15.391857 low_power_mode: 0
2025-12-10T05:08:15.392360 status_events: 0
2025-12-10T05:08:15.395356 acceleration: 3.9000
2025-12-10T05:08:15.395858 height_pressure: 376.10
2025-12-10T05:08:15.399392 height_gnss: 526.60
2025-12-10T05:08:15.399392 lat_gnss: -26.2006435
2025-12-10T05:08:15.403346 lon_gnss: 141.4532470
2025-12-10T05:08:15.403847 battery_voltage: 5.71
2025-12-10T05:08:15.404347 rssi: -90.00
2025-12-10T05:08:15.407347 time_since_last_packet: 126
2025-12-10T05:08:15.533490 temperature > 80 C: 71
2025-12-10T05:08:15.533998 subsystem_status: 7
2025-12-10T05:08:15.534498 flight_mode: 0
2025-12-10T05:08:15.534997 low_power_mode: 0
2025-12-10T05:08:15.538704 status_events: 168
2025-12-10T05:08:15.539210 acceleration: 12.7800
2025-12-10T05:08:15.542809 height_pressure: 138.50
2025-12-10T05:08:15.543310 height_gnss: 569.50
2025-12-10T05:08:15.546809 lat_gnss: -53.7502975
2025-12-10T05:08:15.547310 lon_gnss: 5.7763280
2025-12-10T05:08:15.547811 battery_voltage: 8.60
2025-12-10T05:08:15.550311 rssi: -36.00
2025-12-10T05:08:15.551315 time_since_last_packet: 125
2025-12-10T05:08:15.677176 temperature > 80 C: 60
2025-12-10T05:08:15.678181 subsystem_status: 7
2025-12-10T05:08:15.678682 flight_mode: 1
2025-12-10T05:08:15.682185 low_power_mode: 1
2025-12-10T05:08:15.682185 status_events: 246
2025-12-10T05:08:15.682687 acceleration: 19.5600
2025-12-10T05:08:15.686190 height_pressure: 929.90
2025-12-10T05:08:15.686690 height_gnss: 167.90
2025-12-10T05:08:15.690191 lat_gnss: -31.6838188
2025-12-10T05:08:15.690191 lon_gnss: -53.9057579
2025-12-10T05:08:15.694395 battery_voltage: 6.23
2025-12-10T05:08:15.694395 rssi: -35.00
2025-12-10T05:08:15.698397 time_since_last_packet: 125
2025-12-10T05:08:15.824211 temperature > 80 C: 48
2025-12-10T05:08:15.824211 subsystem_status: 2
2025-12-10T05:08:15.825423 flight_mode: 0
2025-12-10T05:08:15.825423 low_power_mode: 0
2025-12-10T05:08:15.825929 status_events: 232
2025-12-10T05:08:15.829519 acceleration: 15.7700
2025-12-10T05:08:15.829519 height_pressure: 85.20
2025-12-10T05:08:15.833588 height_gnss: 39.90
2025-12-10T05:08:15.833588 lat_gnss: -8.3442058
2025-12-10T05:08:15.837588 lon_gnss: 60.2854118
2025-12-10T05:08:15.838089 battery_voltage: 11.85
2025-12-10T05:08:15.838089 rssi: -98.00
2025-12-10T05:08:15.841594 time_since_last_packet: 126
2025-12-10T05:08:15.967727 temperature > 80 C: 83
2025-12-10T05:08:15.968728 subsystem_status: 3
2025-12-10T05:08:15.969227 flight_mode: 1
2025-12-10T05:08:15.969727 low_power_mode: 0
2025-12-10T05:08:15.973249 status_events: 64
2025-12-10T05:08:15.973747 acceleration: 14.1800
2025-12-10T05:08:15.977273 height_pressure: 120.00
2025-12-10T05:08:15.977773 height_gnss: 352.60
2025-12-10T05:08:15.981276 lat_gnss: -75.6577911
2025-12-10T05:08:15.981781 lon_gnss: 123.9955673
2025-12-10T05:08:15.984781 battery_voltage: 9.95
2025-12-10T05:08:15.985280 rssi: -62.00
2025-12-10T05:08:15.985780 time_since_last_packet: 125
2025-12-10T05:08:16.111484 temperature > 80 C: 76
2025-12-10T05:08:16.112486 subsystem_status: 1
2025-12-10T05:08:16.113486 flight_mode: 0
2025-12-10T05:08:16.116485 low_power_mode: 0
2025-12-10T05:08:16.116986 status_events: 63
2025-12-10T05:08:16.117989 acceleration: 10.7000
2025-12-10T05:08:16.120488 height_pressure: 352.80
2025-12-10T05:08:16.121494 height_gnss: 245.60
2025-12-10T05:08:16.124501 lat_gnss: -88.7364501
2025-12-10T05:08:16.125501 lon_gnss: -101.1684036
2025-12-10T05:08:16.128981 battery_voltage: 11.33
2025-12-10T05:08:16.129481 rssi: -94.00
2025-12-10T05:08:16.132504 time_since_last_packet: 126
2025-12-10T05:08:16.259162 temperature > 80 C: 50
2025-12-10T05:08:16.260164 subsystem_status: 0
2025-12-10T05:08:16.260164 flight_mode: 1
2025-12-10T05:08:16.261175 low_power_mode: 1
2025-12-10T05:08:16.261684 status_events: 126
2025-12-10T05:08:16.263777 acceleration: 14.8400
2025-12-10T05:08:16.264282 height_pressure: 803.00
2025-12-10T05:08:16.268238 height_gnss: 83.90
2025-12-10T05:08:16.268741 lat_gnss: -15.1169233
2025-12-10T05:08:16.272257 lon_gnss: 47.8640823
2025-12-10T05:08:16.272257 battery_voltage: 6.95
2025-12-10T05:08:16.275757 rssi: -52.00
2025-12-10T05:08:16.276257 time_since_last_packet: 125
2025-12-10T05:08:16.402520 temperature > 80 C: 60
2025-12-10T05:08:16.403019 subsystem_status: 6
2025-12-10T05:08:16.403019 flight_mode: 1
2025-12-10T05:08:16.403019 low_power_mode: 0
2025-12-10T05:08:16.407433 status_events: 207
2025-12-10T05:08:16.407433 acceleration: 13.3500
2025-12-10T05:08:16.410532 height_pressure: 681.70
2025-12-10T05:08:16.411725 height_gnss: 464.10
2025-12-10T05:08:16.415229 lat_gnss: 13.7032146
2025-12-10T05:08:16.415729 lon_gnss: -135.1954345
2025-12-10T05:08:16.419230 battery_voltage: 7.76
2025-12-10T05:08:16.419729 rssi: -60.00
2025-12-10T05:08:16.423247 time_since_last_packet: 125
